date,Greece
2023-09-03,37461.0
2023-09-04,37461.0
2023-09-05,37461.0
2023-09-06,37461.0
2023-09-07,37461.0
2023-09-08,37461.0
2023-09-09,37461.0
2023-09-10,37500.0
2023-09-11,37500.0
2023-09-12,37500.0
2023-09-13,37500.0
2023-09-14,37500.0
2023-09-15,37500.0
2023-09-16,37500.0
2023-09-17,37544.0
2023-09-18,37544.0
2023-09-19,37544.0
2023-09-20,37544.0
2023-09-21,37544.0
2023-09-22,37544.0
2023-09-23,37544.0
2023-09-24,37588.0
2023-09-25,37588.0
2023-09-26,37588.0
2023-09-27,37588.0
2023-09-28,37588.0
2023-09-29,37588.0
2023-09-30,37588.0
2023-10-01,37644.0
2023-10-02,37644.0
2023-10-03,37644.0
2023-10-04,37644.0
2023-10-05,37644.0
2023-10-06,37644.0
2023-10-07,37644.0
2023-10-08,37699.0
2023-10-09,37699.0
2023-10-10,37699.0
2023-10-11,37699.0
2023-10-12,37699.0
2023-10-13,37699.0
2023-10-14,37699.0
2023-10-15,37754.0
2023-10-16,37754.0
2023-10-17,37754.0
2023-10-18,37754.0
2023-10-19,37754.0
2023-10-20,37754.0
2023-10-21,37754.0
2023-10-22,37806.0
2023-10-23,37806.0
2023-10-24,37806.0
2023-10-25,37806.0
2023-10-26,37806.0
2023-10-27,37806.0
2023-10-28,37806.0
2023-10-29,37869.0
2023-10-30,37869.0
2023-10-31,37869.0
2023-11-01,37869.0
2023-11-02,37869.0
2023-11-03,37869.0
2023-11-04,37869.0
2023-11-05,37869.0
2023-11-06,37869.0
2023-11-07,37869.0
2023-11-08,37869.0
2023-11-09,37869.0
2023-11-10,37869.0
2023-11-11,37869.0
2023-11-12,37869.0
2023-11-13,37869.0
2023-11-14,37869.0
2023-11-15,37869.0
2023-11-16,37869.0
2023-11-17,37869.0
2023-11-18,37869.0
2023-11-19,37869.0
2023-11-20,37869.0
2023-11-21,37869.0
2023-11-22,37869.0
2023-11-23,37869.0
2023-11-24,37869.0
2023-11-25,37869.0
2023-11-26,37869.0
2023-11-27,37869.0
2023-11-28,37869.0
2023-11-29,37869.0
2023-11-30,37869.0
2023-12-01,37869.0
2023-12-02,37869.0
2023-12-03,37869.0
2023-12-04,37959.0
2023-12-05,37959.0
2023-12-06,37959.0
2023-12-07,37959.0
2023-12-08,37959.0
2023-12-09,37959.0
2023-12-10,37959.0
2023-12-11,37959.0
2023-12-12,37959.0
2023-12-13,37959.0
2023-12-14,37959.0
